iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
ARG,South America,Argentina,2021-08-28,5171458.0,3725.0,5800.857,111324.0,54.0,158.143,114218.767,82.272,128.12,2458.744,1.193,3.493,0.77,2808.0,62.019,,,,,,,22225931.0,62451.0,490.89,1.379,87743.0,1.938,0.053,18.9,tests performed,43036062.0,28394957.0,14640010.0,1100.0,243763.0,372741.0,95.05,62.71,32.33,0.0,8232.0,72293.0,0.16,75.93,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-08-29,5173531.0,2073.0,5671.429,111383.0,59.0,147.286,114264.552,45.785,125.261,2460.047,1.303,3.253,0.77,2747.0,60.671,,,,,,,22266187.0,40256.0,491.779,0.889,87004.0,1.922,0.052,19.2,tests performed,43204963.0,28416922.0,14786941.0,1105.0,168901.0,372572.0,95.42,62.76,32.66,0.0,8229.0,72085.0,0.159,75.93,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-08-30,5178889.0,5358.0,5560.429,111607.0,224.0,142.571,114382.891,118.339,122.81,2464.994,4.947,3.149,0.76,2713.0,59.92,,,,,,,22357586.0,91399.0,493.798,2.019,85165.0,1.881,0.05,20.0,tests performed,43623092.0,28509269.0,15112655.0,1173.0,418129.0,373911.0,96.35,62.97,33.38,0.0,8258.0,67770.0,0.15,75.93,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-08-31,5185620.0,6731.0,5362.143,111812.0,205.0,143.714,114531.555,148.663,118.43,2469.522,4.528,3.174,0.76,2672.0,59.015,,,,,,,22460576.0,102990.0,496.073,2.275,85389.0,1.886,0.047,21.3,tests performed,44084038.0,28606116.0,15476737.0,1190.0,460946.0,375600.0,97.37,63.18,34.18,0.0,8296.0,68465.0,0.151,75.93,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-09-01,5190948.0,5328.0,5124.143,112005.0,193.0,148.429,114649.231,117.676,113.174,2473.785,4.263,3.278,0.74,2602.0,57.469,,,,,,,22550407.0,89831.0,498.057,1.984,83983.0,1.855,0.047,21.3,tests performed,44540180.0,28688710.0,15850265.0,1210.0,456142.0,379806.0,98.37,63.36,35.01,0.0,8389.0,69543.0,0.154,75.93,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-09-02,5195601.0,4653.0,4810.714,112195.0,190.0,154.0,114751.999,102.768,106.251,2477.981,4.196,3.401,0.73,2497.0,55.15,,,,,,,22633274.0,82867.0,499.887,1.83,81686.0,1.804,0.046,21.7,tests performed,44988588.0,28767743.0,16219627.0,1223.0,448408.0,380598.0,99.36,63.54,35.82,0.0,8406.0,70427.0,0.156,75.93,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-09-03,5199919.0,4318.0,4598.0,112356.0,161.0,155.143,114847.368,95.369,101.553,2481.537,3.556,3.427,0.72,2452.0,54.156,,,,,,,22714330.0,81056.0,501.677,1.79,78693.0,1.738,0.046,21.7,tests performed,45423559.0,28833001.0,16589321.0,1242.0,434971.0,375894.0,100.32,63.68,36.64,0.0,8302.0,68658.0,0.152,75.93,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-09-04,5202405.0,2486.0,4421.0,112444.0,88.0,160.0,114902.274,54.907,97.644,2483.48,1.944,3.534,0.71,2391.0,52.809,,,,,,,22762534.0,48204.0,502.742,1.065,76658.0,1.693,0.046,21.7,tests performed,45719792.0,28872528.0,16846013.0,1256.0,296233.0,383390.0,100.98,63.77,37.21,0.0,8468.0,68224.0,0.151,75.93,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-09-05,5203802.0,1397.0,4324.429,112511.0,67.0,161.143,114933.129,30.855,95.511,2484.96,1.48,3.559,0.71,2396.0,52.919,,,,,,,22797109.0,34575.0,503.506,0.764,75846.0,1.675,0.046,21.7,tests performed,45916709.0,28889301.0,17026149.0,1264.0,196917.0,387392.0,101.41,63.81,37.6,0.0,8556.0,67483.0,0.149,75.93,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-09-06,5207695.0,3893.0,4115.143,112673.0,162.0,152.286,115019.111,85.982,90.889,2488.538,3.578,3.363,0.7,2293.0,50.644,,,,,,,22883583.0,86474.0,505.415,1.91,75142.0,1.66,0.043,23.3,tests performed,46358648.0,28941011.0,17416365.0,1277.0,441939.0,390794.0,102.39,63.92,38.47,0.0,8631.0,61677.0,0.136,75.93,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-09-07,5211801.0,4106.0,3740.143,112851.0,178.0,148.429,115109.798,90.687,82.606,2492.47,3.931,3.278,0.7,2283.0,50.423,,,,,,,22959557.0,75974.0,507.093,1.678,71283.0,1.574,0.041,24.4,tests performed,46822685.0,28995538.0,17825899.0,1300.0,464037.0,391235.0,103.41,64.04,39.37,0.0,8641.0,55632.0,0.123,75.93,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-09-08,5215332.0,3531.0,3483.429,112962.0,111.0,136.714,115187.785,77.987,76.936,2494.921,2.452,3.02,0.69,2247.0,49.628,,,,,,,23021306.0,61749.0,508.457,1.364,67271.0,1.486,0.04,25.0,tests performed,47196764.0,29054544.0,18140990.0,1319.0,374079.0,379512.0,104.24,64.17,40.07,0.0,8382.0,52262.0,0.115,75.93,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-09-09,5218993.0,3661.0,3341.714,113099.0,137.0,129.143,115268.643,80.858,73.806,2497.947,3.026,2.852,0.68,2297.0,50.732,,,,,,,23080772.0,59466.0,509.771,1.313,63928.0,1.412,0.038,26.3,tests performed,47594854.0,29104423.0,18489163.0,1364.0,398090.0,372324.0,105.12,64.28,40.84,0.0,8223.0,48097.0,0.106,75.93,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-09-10,5221809.0,2816.0,3127.143,113282.0,183.0,132.286,115330.838,62.195,69.067,2501.989,4.042,2.922,0.68,2172.0,47.972,,,,,,,23145171.0,64399.0,511.193,1.422,61549.0,1.359,0.036,27.8,tests performed,47937781.0,29154178.0,18782312.0,1390.0,342927.0,359175.0,105.88,64.39,41.48,0.0,7933.0,45882.0,0.101,75.93,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-09-11,5223604.0,1795.0,3028.429,113356.0,74.0,130.286,115370.484,39.645,66.887,2503.623,1.634,2.878,0.68,2142.0,47.309,,,,,,,23190314.0,45143.0,512.19,0.997,61111.0,1.35,0.035,28.6,tests performed,48136641.0,29179861.0,18955741.0,1413.0,198860.0,345264.0,106.32,64.45,41.87,0.0,7626.0,43905.0,0.097,75.93,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-09-12,5224534.0,930.0,2961.714,113402.0,46.0,127.286,115391.024,20.54,65.414,2504.639,1.016,2.811,0.68,2103.0,46.448,,,,,,,23215352.0,25038.0,512.743,0.553,59749.0,1.32,0.034,29.4,tests performed,48146437.0,29182336.0,18963433.0,1415.0,9796.0,318533.0,106.34,64.45,41.88,0.0,7035.0,41862.0,0.092,75.93,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-09-13,5226831.0,2297.0,2733.714,113640.0,238.0,138.143,115441.756,50.732,60.378,2509.896,5.257,3.051,0.68,1829.0,40.396,,,,,,,23279263.0,63911.0,514.155,1.412,56526.0,1.248,0.033,30.3,tests performed,48449304.0,29234303.0,19228454.0,1436.0,302867.0,298665.0,107.01,64.57,42.47,0.0,6596.0,41899.0,0.093,75.93,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-09-14,5229848.0,3017.0,2578.143,113816.0,176.0,137.857,115508.391,66.635,56.942,2513.783,3.887,3.045,0.69,1851.0,40.882,,,,,,,23341129.0,61866.0,515.521,1.366,54510.0,1.204,0.032,31.2,tests performed,48729110.0,29280800.0,19462940.0,1456.0,279806.0,272346.0,107.62,64.67,42.99,0.0,6015.0,40752.0,0.09,75.93,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-09-15,5232358.0,2510.0,2432.286,113969.0,153.0,143.857,115563.828,55.437,53.72,2517.162,3.379,3.177,0.69,1785.0,39.424,,,,,,,23397739.0,56610.0,516.771,1.25,53776.0,1.188,0.032,31.2,tests performed,49059611.0,29316499.0,19758813.0,1513.0,330501.0,266121.0,108.35,64.75,43.64,0.0,5878.0,37422.0,0.083,75.93,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-09-16,5234851.0,2493.0,2265.429,114101.0,132.0,143.143,115618.889,55.061,50.035,2520.078,2.915,3.162,0.69,1614.0,35.647,,,,,,,23455179.0,57440.0,518.04,1.269,53487.0,1.181,0.03,33.3,tests performed,49421102.0,29355252.0,20082815.0,1559.0,361491.0,260893.0,109.15,64.84,44.36,0.0,5762.0,35833.0,0.079,75.93,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-09-17,5237159.0,2308.0,2192.857,114286.0,185.0,143.429,115669.864,50.975,48.432,2524.164,4.086,3.168,0.7,1593.0,35.184,,,,,,,23515573.0,60394.0,519.374,1.334,52915.0,1.169,0.029,34.5,tests performed,49784610.0,29404630.0,20405426.0,1635.0,363508.0,263833.0,109.96,64.94,45.07,0.0,5827.0,35779.0,0.079,75.93,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-09-18,5238610.0,1451.0,2143.714,114367.0,81.0,144.429,115701.912,32.047,47.347,2525.953,1.789,3.19,0.7,1516.0,33.483,,,,,,,23554925.0,39352.0,520.243,0.869,52087.0,1.15,0.029,34.5,tests performed,50006015.0,29438184.0,20593735.0,1649.0,221405.0,267053.0,110.45,65.02,45.48,0.0,5898.0,36903.0,0.082,75.93,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-09-19,5239232.0,622.0,2099.714,114428.0,61.0,146.571,115715.649,13.738,46.375,2527.3,1.347,3.237,0.71,1496.0,33.041,,,,,,,23582824.0,27899.0,520.859,0.616,52496.0,1.159,0.028,35.7,tests performed,50143765.0,29458192.0,20711516.0,1654.0,137750.0,285333.0,110.75,65.06,45.74,0.0,6302.0,39408.0,0.087,75.93,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-09-20,5241394.0,2162.0,2080.429,114518.0,90.0,125.429,115763.4,47.751,45.949,2529.288,1.988,2.77,0.71,1440.0,31.804,,,,,,,23644144.0,61320.0,522.213,1.354,52126.0,1.151,0.027,37.0,tests performed,50489929.0,29505461.0,21012859.0,1700.0,346164.0,291518.0,111.51,65.17,46.41,0.0,6439.0,38737.0,0.086,75.93,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-09-21,5243231.0,1837.0,1911.857,114579.0,61.0,109.0,115803.973,40.573,42.226,2530.635,1.347,2.407,0.7,1489.0,32.887,,,,,,,23697680.0,53536.0,523.396,1.182,50936.0,1.125,0.026,38.5,tests performed,50799567.0,29555271.0,21275166.0,1718.0,309638.0,295780.0,112.2,65.28,46.99,0.0,6533.0,39210.0,0.087,75.93,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-09-22,5245265.0,2034.0,1843.857,114684.0,105.0,102.143,115848.896,44.924,40.724,2532.954,2.319,2.256,0.71,1366.0,30.17,,,,,,,23754634.0,56954.0,524.654,1.258,50985.0,1.126,0.024,41.7,tests performed,51128351.0,29612582.0,21549861.0,1762.0,328784.0,295534.0,112.92,65.4,47.6,0.0,6527.0,42298.0,0.093,75.93,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-09-23,5246998.0,1733.0,1735.286,114772.0,88.0,95.857,115887.172,38.276,38.326,2534.898,1.944,2.117,0.71,1322.0,29.198,,,,,,,23809134.0,54500.0,525.857,1.204,50565.0,1.117,0.024,41.7,tests performed,51440261.0,29783306.0,21694822.0,1861.0,311910.0,288451.0,113.61,65.78,47.92,0.0,6371.0,61151.0,0.135,75.93,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-09-24,5248847.0,1849.0,1669.714,114828.0,56.0,77.429,115928.01,40.838,36.878,2536.134,1.237,1.71,0.72,1271.0,28.072,,,,,,,23859805.0,50671.0,526.977,1.119,49176.0,1.086,0.023,43.5,tests performed,51701705.0,29854150.0,21889687.0,1885.0,261444.0,273871.0,114.19,65.94,48.35,0.0,6049.0,64217.0,0.142,75.93,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-09-25,5249840.0,993.0,1604.286,114849.0,21.0,68.857,115949.942,21.932,35.433,2536.598,0.464,1.521,0.73,1248.0,27.564,,,,,,,23895124.0,35319.0,527.757,0.78,48600.0,1.073,0.023,43.5,tests performed,51829995.0,29885893.0,21988740.0,1898.0,128290.0,260569.0,114.47,66.01,48.57,0.0,5755.0,63958.0,0.141,75.93,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-09-26,5250402.0,562.0,1595.714,114862.0,13.0,62.0,115962.354,12.413,35.244,2536.885,0.287,1.369,0.74,1237.0,27.321,,,,,,,23920407.0,25283.0,528.315,0.558,48226.0,1.065,0.023,43.5,tests performed,51918052.0,29898994.0,22064300.0,1914.0,88057.0,253470.0,114.67,66.04,48.73,0.0,5598.0,62972.0,0.139,75.93,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-09-27,5251940.0,1538.0,1506.571,114954.0,92.0,62.286,115996.323,33.969,33.275,2538.917,2.032,1.376,0.75,1200.0,26.504,,,,,,,23976694.0,56287.0,529.558,1.243,47507.0,1.049,0.022,45.5,tests performed,52200724.0,29953560.0,22297995.0,1956.0,282672.0,244399.0,115.29,66.16,49.25,0.0,5398.0,64014.0,0.141,75.93,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-09-28,5253765.0,1825.0,1504.857,115038.0,84.0,65.571,116036.631,40.308,33.237,2540.773,1.855,1.448,0.75,1184.0,26.15,,,,,,,24033676.0,56982.0,530.817,1.259,47999.0,1.06,0.022,45.5,tests performed,52501824.0,30013599.0,22544349.0,1975.0,301100.0,243180.0,115.96,66.29,49.79,0.0,5371.0,65475.0,0.145,75.93,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-09-29,5255261.0,1496.0,1428.0,115130.0,92.0,63.714,116069.672,33.041,31.539,2542.805,2.032,1.407,0.75,1160.0,25.62,,,,,,,24085123.0,51447.0,531.953,1.136,47213.0,1.043,0.021,47.6,tests performed,52757491.0,30064400.0,22753087.0,2020.0,255667.0,232734.0,116.52,66.4,50.25,0.0,5140.0,64545.0,0.143,75.93,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-09-30,5256902.0,1641.0,1414.857,115179.0,49.0,58.143,116105.916,36.244,31.249,2543.887,1.082,1.284,0.75,1140.0,25.178,,,,,,,24135923.0,50800.0,533.075,1.122,46684.0,1.031,0.021,47.6,tests performed,53094247.0,30133117.0,23024255.0,2134.0,336756.0,236284.0,117.27,66.55,50.85,0.0,5219.0,49973.0,0.11,75.93,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-10-01,5258466.0,1564.0,1374.143,115225.0,46.0,56.714,116140.459,34.543,30.35,2544.903,1.016,1.253,0.75,1085.0,23.964,,,,,,,24187047.0,51124.0,534.204,1.129,46749.0,1.033,0.021,47.6,tests performed,53398618.0,30195640.0,23269831.0,2181.0,304371.0,242416.0,117.94,66.69,51.39,0.0,5354.0,48784.0,0.108,42.59,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-10-02,5259352.0,886.0,1358.857,115239.0,14.0,55.714,116160.027,19.569,30.012,2545.212,0.309,1.231,0.75,1070.0,23.632,,,,,,,24218421.0,31374.0,534.897,0.693,46185.0,1.02,0.02,50.0,tests performed,53577736.0,30223039.0,23422673.0,2216.0,179118.0,249677.0,118.33,66.75,51.73,0.0,5514.0,48164.0,0.106,42.59,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-10-03,5259738.0,386.0,1333.714,115245.0,6.0,54.714,116168.553,8.525,29.457,2545.344,0.133,1.208,0.74,1052.0,23.235,,,,,,,24239431.0,21010.0,535.361,0.464,45575.0,1.007,0.02,50.0,tests performed,53686302.0,30244735.0,23509675.0,2251.0,108566.0,252607.0,118.57,66.8,51.92,0.0,5579.0,49392.0,0.109,42.59,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-10-04,5260719.0,981.0,1254.143,115283.0,38.0,47.0,116190.219,21.667,27.699,2546.184,0.839,1.038,0.73,1032.0,22.793,,,,,,,24289835.0,50404.0,536.474,1.113,44734.0,0.988,0.02,50.0,tests performed,53916477.0,30310510.0,23676794.0,2296.0,230175.0,245108.0,119.08,66.94,52.29,0.01,5414.0,50993.0,0.113,42.59,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-10-05,5261935.0,1216.0,1167.143,115323.0,40.0,40.714,116217.076,26.857,25.778,2547.067,0.883,0.899,0.72,1021.0,22.55,,,,,,,24340965.0,51130.0,537.604,1.129,43898.0,0.97,0.019,52.6,tests performed,54183295.0,30419706.0,23837973.0,2375.0,266818.0,240210.0,119.67,67.19,52.65,0.01,5305.0,58015.0,0.128,42.59,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-10-06,5263219.0,1284.0,1136.857,115379.0,56.0,35.571,116245.435,28.359,25.109,2548.304,1.237,0.786,0.72,1007.0,22.241,,,,,,,24391552.0,50587.0,538.721,1.117,43776.0,0.967,0.019,52.6,tests performed,54431098.0,30484857.0,24024523.0,2403.0,247803.0,239087.0,120.22,67.33,53.06,0.01,5281.0,60065.0,0.133,42.59,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-10-07,5264305.0,1086.0,1057.571,115416.0,37.0,33.857,116269.421,23.986,23.358,2549.121,0.817,0.748,0.72,977.0,21.578,,,,,,,24437674.0,46122.0,539.74,1.019,43107.0,0.952,0.018,55.6,tests performed,54696006.0,30574166.0,24202773.0,2447.0,264908.0,228823.0,120.8,67.53,53.46,0.01,5054.0,63007.0,0.139,42.59,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-10-08,5265058.0,753.0,941.714,115444.0,28.0,31.286,116286.052,16.631,20.799,2549.74,0.618,0.691,0.73,981.0,21.667,,,,,,,24464114.0,26440.0,540.324,0.584,39581.0,0.874,0.018,55.6,tests performed,54817403.0,30603182.0,24296005.0,2506.0,121397.0,202684.0,121.07,67.59,53.66,0.01,4477.0,58220.0,0.129,42.59,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-10-09,5265528.0,470.0,882.286,115458.0,14.0,31.286,116296.433,10.381,19.486,2550.049,0.309,0.691,0.75,971.0,21.446,,,,,,,24490558.0,26444.0,540.908,0.584,38877.0,0.859,0.018,55.6,tests performed,54933399.0,30617293.0,24398660.0,2553.0,115996.0,193666.0,121.33,67.62,53.89,0.01,4277.0,56322.0,0.124,42.59,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-10-10,5265859.0,331.0,874.429,115473.0,15.0,32.571,116303.743,7.311,19.313,2550.38,0.331,0.719,0.79,971.0,21.446,,,,,,,24512553.0,21995.0,541.393,0.486,39017.0,0.862,0.018,55.6,tests performed,55012174.0,30628423.0,24466493.0,2608.0,78775.0,189410.0,121.5,67.65,54.04,0.01,4183.0,54813.0,0.121,42.59,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-10-11,5266275.0,416.0,793.714,115491.0,18.0,29.714,116312.931,9.188,17.53,2550.778,0.398,0.656,0.82,967.0,21.358,,,,,,,24539422.0,26869.0,541.987,0.593,35655.0,0.787,0.018,55.6,tests performed,55088628.0,30646708.0,24524854.0,2646.0,76454.0,167450.0,121.67,67.69,54.17,0.01,3698.0,48028.0,0.106,42.59,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-10-12,5267339.0,1064.0,772.0,115547.0,56.0,32.0,116336.431,23.5,17.051,2552.015,1.237,0.707,0.88,920.0,20.319,,,,,,,24593906.0,54484.0,543.19,1.203,36134.0,0.798,0.018,55.6,tests performed,55435983.0,30866715.0,24654323.0,2697.0,347355.0,178955.0,122.44,68.17,54.45,0.01,3952.0,63858.0,0.141,42.59,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-10-13,5268653.0,1314.0,776.286,115582.0,35.0,29.0,116365.453,29.021,17.145,2552.788,0.773,0.641,0.93,921.0,20.342,,,,,,,24646330.0,52424.0,544.348,1.158,36397.0,0.804,0.019,52.6,tests performed,55815977.0,31128993.0,24774100.0,2750.0,379994.0,197840.0,123.28,68.75,54.72,0.01,4370.0,92019.0,0.203,42.59,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-10-14,5270003.0,1350.0,814.0,115633.0,51.0,31.0,116395.269,29.817,17.978,2553.914,1.126,0.685,0.97,907.0,20.032,,,,,,,24693790.0,47460.0,545.396,1.048,36588.0,0.808,0.02,50.0,tests performed,56240519.0,31401097.0,24928755.0,2817.0,424542.0,220645.0,124.21,69.35,55.06,0.01,4873.0,118133.0,0.261,42.59,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-10-15,5271361.0,1358.0,900.429,115660.0,27.0,30.857,116425.263,29.993,19.887,2554.51,0.596,0.682,0.99,808.0,17.846,,,,,,,24739359.0,45569.0,546.403,1.006,39321.0,0.868,0.021,47.6,tests performed,56667009.0,31665145.0,25093693.0,2915.0,426490.0,264229.0,125.16,69.94,55.42,0.01,5836.0,151709.0,0.335,42.59,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
ARG,South America,Argentina,2021-10-16,5272151.0,790.0,946.143,115663.0,3.0,29.286,116442.711,17.448,20.897,2554.577,0.066,0.647,1.01,789.0,17.426,,,,,,,24771694.0,32335.0,547.117,0.714,40162.0,0.887,0.021,47.6,tests performed,56920962.0,31799619.0,25213884.0,2963.0,253953.0,283938.0,125.72,70.23,55.69,0.01,6271.0,168904.0,0.373,42.59,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45276780.0,,,,
